"X","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","created","modified","references","source","majorGroup","tplID","synonims","edibility_classification"
657899,"wfo-0000661872","urn:lsid:ipni.org:names:292636-1","911190","Echinopepon pubescens","species","wfo-4000012943","Rose","Cucurbitaceae","","","","Echinopepon","","pubescens",NA,"species","Valid","Contr. U.S. Natl. Herb. v. 118.","Accepted",NA,"wfo-0000661652",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (Cogn.) Rose to Rose, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2783199 >The Plant List v.1.1.","2022-04-16","2024-06-04","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2783199","['Micrampelis pubescens' 'Echinocystis floribunda'
 'Echinocystis pubescens' 'Echinopepon floribundus' 'Elaterium pubescens'
 'Micrampelis floribunda']","unknown"
1464893,"wfo-1000012285","100398786","","Plagiochila hookeriana","species","wfo-4000029979","Lindenb.","Plagiochilaceae","","","","Plagiochila","","hookeriana",NA,"species","Valid","Sp. Hepat. (Lindenberg) (fasc. 2â4): 81. 1840.","Accepted",NA,"",NA,"","2022-08-04","2024-12-06","https://www.bryonames.org/","The Bryophyte TEN","Marchantiophyta","","['Jungermannia duricaulis' 'Plagiochila duricaulis' 'Plagiochila robusta'
 'Plagiochila arguta' 'Plagiochila leguillovii' 'Plagiochila skottsbergii'
 'Plagiochila valdiviae' 'Plagiochila longissima'
 'Plagiochila robusta f. arguta']","unknown"
254200,"wfo-0000256782","urn:lsid:ipni.org:names:668556-1","140159-wcs","Oncosperma platyphyllum","species","wfo-4000026856","Becc.","Arecaceae","","","","Oncosperma","","platyphyllum",NA,"species","Valid","Philipp. J. Sci., C 4: 609 (1909)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Philipp. J. Sci., C 4: 609 1909 to Philipp. J. Sci., C 4: 609 (1909), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/rec","2022-04-16","2024-06-04","","The Arecaceae TEN","A","kew-140159","[]","unknown"
420549,"wfo-0000423561","urn:lsid:ipni.org:names:868749-1","597064","Viola najadum","species","wfo-4000040312","Wein","Violaceae","","","","Viola","","najadum",NA,"species","Valid","Repert. Spec. Nov. Regni Veg. 13: 17 (1913)","Accepted",NA,"",NA,"Source in seed data: ksu Update namepublishedIn from Repert. Spec. Nov. Regni Veg. 13: 17, hybr. 1913 to Repert. Spec. Nov. Regni Veg. 13: 17 (1913), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:868749-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2459580","[]","unknown"
310737,"wfo-0000313379","urn:lsid:ipni.org:names:658401-1","194466","Spiranthes porrifolia","species","wfo-4000036112","Lindl.","Orchidaceae","","","","Spiranthes","","porrifolia",NA,"species","Valid","Gen. Sp. Orchid. Pl. : 467 (1840)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Gen. Sp. Orchid. Pl. 467 1840 to Gen. Sp. Orchid. Pl. : 467 (1840), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:658401-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-194466","['Ibidium porrifolium' 'Orchiastrum porrifolium'
 'Spiranthes romanzoffiana var. porrifolia' 'Gyrostachys porrifolia']","unknown"
25730,"wfo-0000025163","urn:lsid:ipni.org:names:77083874-1","GCC-9C2E5A35-3071-4F06-BD96-D05EA60AFE62","Inuloides tomentosa","species","wfo-4000019110","(L.f.) B.Nord.","Asteraceae","Asteroideae","Calenduleae","","Inuloides","","tomentosa",NA,"species","Valid","Compositae Newslett. 44: 44 (2006)","Accepted",NA,"",NA,"Source in seed data: gcc Update namepublishedIn from Compositae Newslett. 44: 44. 2006 [20 Feb 2006] to Compositae Newslett. 44: 44 (2006), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantli","2022-04-16","2024-06-04","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1109360","The Asteraceaae TEN","A","gcc-124305","['Calendula tomentosa' 'Tripteris tomentosa' 'Osteospermum tomentosum'
 'Calendula tomentosa' 'Osteospermum cuspidatum']","unknown"
946808,"wfo-0000951451","urn:lsid:ipni.org:names:323040-2","69610","Epidendrum stamfordianum","species","wfo-4000013590","Bateman","Orchidaceae","","","","Epidendrum","","stamfordianum",NA,"species","Valid","Orchid. Mexico Guatemala : t. 11 (1838)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Orchid. Mexico Guatemala t. 11 1838 to Orchid. Mexico Guatemala : t. 11 (1838), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:323040-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-69610","['Epidendrum stamfordianum var. parviflorum'
 'Epidendrum stamfordianum var. wallacei'
 'Epidendrum stamfordianum var. lawrenceanum'
 'Epidendrum stamfordianum var. pictum' 'Epidendrum basilare'
 'Epidendrum cycnostachys' 'Epidendrum cycnostalix'
 'Epidendrum stamfordianum var. pictum']","unknown"
1275995,"wfo-0001284647","urn:lsid:ipni.org:names:324568-2","50324602","Spigelia andersonii","species","wfo-4000036084","Fern.Casas","Loganiaceae","","","","Spigelia","","andersonii",NA,"species","Valid","Fontqueria  55: 51 (2002)","Accepted",NA,"",NA,"Source in seed data: tro Update namepublishedIn from Fontqueria 55(9): 51â52, t. 5 2002 to Fontqueria 55: 51 (2002), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:324568-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-50324602","[]","unknown"
688491,"wfo-0000692560","urn:lsid:ipni.org:names:106085-2","942196","Froelichia arizonica","species","wfo-4000015072","Thornber ex Standl.","Amaranthaceae","","","","Froelichia","","arizonica",NA,"species","Valid","N. Amer. Fl. 21: 128 (1917)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from N. Amer. Fl. 21: 128 1917 to N. Amer. Fl. 21: 128 (1917), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2814","2022-04-16","2024-06-04","","The Caryophyllales TEN -The Caryophyllales Network","A","kew-2814730","[]","unknown"
861425,"wfo-0000865880","urn:lsid:ipni.org:names:400111-1","410793","Elymandra gossweileri","species","wfo-4000013264","(Stapf) Clayton","Poaceae","","","","Elymandra","","gossweileri",NA,"species","Valid","Kew Bull. 20: 288 (1966)","Accepted",NA,"wfo-0000890942",NA,"Source in seed data: wcs Update namepublishedIn from Kew Bull. 20(2): 288. 1966 [9 Sep 1966] to Kew Bull. 20: 288 (1966), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/reco","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:400111-1","The Poaceae TEN","A","kew-410793","['Elymandra monostachya' 'Pleiadelphia gossweileri' 'Themeda gossweileri']","unknown"
342615,"wfo-0000345285","urn:lsid:ipni.org:names:299035-1","225298","Carex capensis","species","wfo-4000006709","Thunb.","Cyperaceae","","","","Carex","","capensis",NA,"species","Valid","Prodr. Pl. Cap. : 14 (1794)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Prodr. Pl. Cap. 1: 14. 1794 to Prodr. Pl. Cap. : 14 (1794), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-22","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:299035-1","The Cyperaceae TEN","A","kew-225298","['Archaeocarex ecklonii' 'Archaeocarex thunbergii' 'Carex bisexualis'
 'Carex capensis' 'Carex zeyheri' 'Hemicarex ecklonii'
 'Hemicarex thunbergii' 'Kobresia ecklonii' 'Schoenoxiphium ecklonii'
 'Schoenoxiphium ecklonii var. unisexuale' 'Schoenoxiphium thunbergii']","unknown"
1481398,"wfo-1000024694","urn:lsid:ipni.org:names:77210999-1","wcvp-539521","Scleromitrion delicatum","species","wfo-4000034740","(Halford) K.L.Gibbons","Rubiaceae","","","","Scleromitrion","","delicatum",NA,"species","Valid","Taxon  69: 533 (2020)","Accepted",NA,"",NA,"","2022-08-09","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77210999-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","['Oldenlandia delicata' 'Hedyotis delicata']","unknown"
457302,"wfo-0000460457","urn:lsid:ipni.org:names:712601-1","659376","Ranunculus dilatatus","species","wfo-4000032540","Ovcz.","Ranunculaceae","","","","Ranunculus","","dilatatus",NA,"species","Valid","Fl. URSS 7: 747 (1937)","Accepted",NA,"",NA,"Source in seed data: ksu Update namepublishedIn from Fl. URSS 7: 497, 747. 1937 to Fl. URSS 7: 747 (1937), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2523323 ","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:712601-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2523323","[]","unknown"
988191,"wfo-0000993124","urn:lsid:ipni.org:names:736295-1","22283","Rubus derasifolius","species","wfo-4000033581","(Sudre) Malinv.","Rosaceae","","","","Rubus","","derasifolius",NA,"species","Valid","Bull. Soc. Bot. France  52: CXVIII (1906)","Accepted",NA,"wfo-1200084562",NA,"Source in seed data: rjp Update namepublishedIn from Bull. Soc. Bot. France 52: 335. 1905 to Bull. Soc. Bot. France 52: 335 (1905), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/t","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:736295-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-22283","['Rubus tereticaulis subsp. derasifolius'
 'Rubus tereticaulis var. derasifolius']","unknown"
536339,"wfo-0000539808","urn:lsid:ipni.org:names:360549-1","f6795507-bd5e-451e-aee2-4fd660e04dbe","Apatesia sabulosa","species","wfo-4000002585","(Thunb.) L.Bolus","Aizoaceae","Ruschioideae","Apatesieae","","Apatesia","","sabulosa",NA,"species","Valid","Notes Mesembryanthemum 3: 229. 1950.","Accepted",NA,"",NA,"Source in seed data: Caryophyllales.org Update name from Caryophyllales - Aizoaceae, information provided by Walter B. on email Jul. 01, 2021","2022-04-16","2024-11-20","https://caryophyllales.org/?q=cdm_dataportal/name/f6795507-bd5e-451e-aee2-4fd660e04dbe","The Caryophyllales TEN -The Caryophyllales Network","A","kew-2643222","['Mesembryanthemum sabulosum' 'Mesembryanthemum sabulosum'
 'Apatesia maughanii']","unknown"
402427,"wfo-0000405387","urn:lsid:ipni.org:names:984140-1","565028","Rhododendron Ã sarcodes","species","wfo-1000002633","Argent & Madulid","Ericaceae","Ericoideae","","","Rhododendron","Vireya","sarcodes",NA,"species","Valid","New Plantsman 2: 156 (1995)","Accepted",NA,"",NA,"Source in seed data: ksu Update namepublishedIn from New Plantsman 2: 156 1995 to New Plantsman 2: 156 (1995), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2426","2022-04-16","2024-06-04","https://padme.rbge.org.uk/wfo/wfo-0000405387","The Ericaceae TEN","A","kew-2426978","[]","unknown"
516440,"wfo-0000519844","urn:lsid:ipni.org:names:702938-1","753701","Adenanthos acanthophyllus","species","wfo-4000000596","A.S.George","Proteaceae","","","","Adenanthos","","acanthophyllus",NA,"species","Valid","Nuytsia 1: 382 (1974)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Nuytsia 1: 382 1974 to Nuytsia 1: 382 (1974), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2621339 >The Pla","2022-04-16","2024-06-04","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2621339","[]","unknown"
747706,"wfo-0000751967","urn:lsid:ipni.org:names:942668-1","291490","Xanthorrhoea acaulis","species","wfo-4000040894","(A.T.Lee) D.J.Bedford","Asphodelaceae","Xanthorrhoeoideae","","","Xanthorrhoea","","acaulis",NA,"species","Valid","Fl. Australia 46: 225 (1986)","Accepted",NA,"wfo-0000753902",NA,"Source in seed data: wcs Update namepublishedIn from in Fl. Australia 46: 225 1986 to Fl. Australia 46: 225 (1986), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew","2022-04-16","2024-06-04","","The Asphodelaceae TEN","A","kew-291490","['Xanthorrhoea australis subsp. acaulis']","unknown"
815435,"wfo-0000819815","urn:lsid:ipni.org:names:145792-1","357551","Wahlenbergia ingrata","species","wfo-4000040473","A.DC.","Campanulaceae","","","","Wahlenbergia","","ingrata",NA,"species","Valid","Prodr. 7: 432 (1839)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Prodr. [A. P. de Candolle] 7(2): 432. 1839 [late Dec 1839] to Prodr. 7: 432 (1839), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.","2022-04-16","2024-06-04","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-357551","['Campanopsis ingrata']","unknown"
1488754,"wfo-1000031013","urn:lsid:ipni.org:names:77297458-1","wcvp-3295970","Siqueiranthus cinereus","species","wfo-4100001021","(D.M.C.Ferreira & Louzada) Leme, Zizka, E.H.Souza & Paule","Bromeliaceae","","","","Siqueiranthus","","cinereus",NA,"species","Valid","Phytotaxa 544(2): 159. 2022","Accepted",NA,"",NA,"","2022-08-09","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77297458-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","","['Cryptanthus cinereus']","unknown"
1195080,"wfo-0001202785","35202106","35202106","Porella plicata","species","wfo-4000030935","J.X.Luo","Porellaceae","","","","Porella","","plicata",NA,"species","Valid","Acta Phytotax. Sin. 18: 119. 1980.","Accepted",NA,"",NA,"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35202106 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-35202106 >The Plant List v.1.0</a>","2022-04-16","2024-12-06","https://www.bryonames.org/","The Bryophyte TEN","Marchantiophyta","tro-35202106","[]","unknown"
1399644,"wfo-0001443536","urn:lsid:ipni.org:names:77176255-1","1226510","Astragalus chamanbidensis","species","wfo-4000003460","Maassoumi & Mozaff.","Fabaceae","Papilionoideae","","","Astragalus","","chamanbidensis",NA,"species","Valid","Iran. J. Bot. 23: 1 (2017)","Accepted",NA,"",NA,"Source in seed data: WCVP Fabaceae New name from WCVP Fabaceae, information provided by Alan E. on email Jan. 17 2022","2022-04-16","2024-11-20","https://www.legumedata.org/taxonomy/taxon/3226510","The Fabaceae TEN - Legume Taxonomy Working Group","A","","[]","unknown"
1072110,"wfo-0001078731","urn:lsid:ipni.org:names:30450005-2","20300033","Centradenia grandifolia","species","wfo-4000007186","(Schltdl.) Endl.","Melastomataceae","","","","Centradenia","","grandifolia",NA,"species","Valid","Repert. Bot. Syst. 2: 119 (1843)","Accepted",NA,"wfo-0001082894",NA,"Source in seed data: tro Update namepublishedIn from Repert. Bot. Syst. 2: 119 1843 to Repert. Bot. Syst. 2(1) 119 (1843), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/rec","2022-04-16","2024-06-04","","The Melastomataceae TEN","A","tro-20300033","['Rhexia grandifolia' 'Rhexia grandifolia var. brevisepala']","unknown"
1061641,"wfo-0001068087","urn:lsid:ipni.org:names:183027-2","1701366","Paraselinum weberbaueri","species","wfo-4000028148","H.Wolff","Apiaceae","","","","Paraselinum","","weberbaueri",NA,"species","Valid","Repert. Spec. Nov. Regni Veg. 17: 174 (1921)","Accepted",NA,"",NA,"Source in seed data: tro Update namepublishedIn from Repert. Spec. Nov. Regni Veg. 17: 174 1921 to Repert. Spec. Nov. Regni Veg. 17: 174 (1921), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thepl","2022-04-16","2024-08-02","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:183027-2","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-1701366","[]","unknown"
477009,"wfo-0000480242","urn:lsid:ipni.org:names:943052-1","696234","Passiflora lobata","species","wfo-4000028296","(Killip) Hutch. ex J.M.MacDougal","Passifloraceae","","","","Passiflora","","lobata",NA,"species","Valid","Phytologia 60(6): 446. 1986","Accepted",NA,"wfo-0000456464",NA,"Source in seed data: cmp Updated namepublishedIn from Phytologia 60: 446 1986 to Phytologia 60(6): 446. 1986 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2560","2022-04-16","2024-06-04","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2560519","['Tetrastylis lobata']","unknown"
996981,"wfo-0001002031","urn:lsid:ipni.org:names:720994-1","32394","Alchemilla suavis","species","wfo-4000001119","Plocek","Rosaceae","","","","Alchemilla","","suavis",NA,"species","Valid","Oesterr. Bot. Z.  122: 195 (1973)","Accepted",NA,"",NA,"Source in seed data: rjp Update namepublishedIn from Oesterr. Bot. Z. 122(3): 195. 1973 to Oesterr. Bot. Z. 122: 195 (1973), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/r","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:720994-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-32394","[]","unknown"
346475,"wfo-0000349155","urn:lsid:ipni.org:names:930454-1","228918","Carex nandadeviensis","species","wfo-4000006709","Ghildyal, U.C.Bhattach. & Hajra","Cyperaceae","","","","Carex","","nandadeviensis",NA,"species","Valid","Indian J. Forest. 9: 90 (1986)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Indian J. Forest. 9(1): 90. 1986 to Indian J. Forest. 9: 90 (1986), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:930454-1","The Cyperaceae TEN","A","kew-228918","[]","unknown"
162316,"wfo-0000162641","urn:lsid:ipni.org:names:940681-1","","Medinilla rufescens","species","wfo-4000023440","Regalado","Melastomataceae","","","","Medinilla","","rufescens",NA,"species","Valid","Blumea 35: 51 (1990)","Accepted",NA,"",NA,"Source in seed data: ipni Update namepublishedIn from Blumea 35(1): 51 (1990). to Blumea 35(1): 51 (1990) (1990), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ifn-8","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:940681-1","The Melastomataceae TEN","A","ifn-81823","[]","unknown"
1024244,"wfo-0001030090","","4345","Solanum opacum","species","wfo-4000035688","A.Braun & C.D.BouchÃ©","Solanaceae","Solanoideae","Solaneae","","Solanum","","opacum",NA,"species","Valid","Ind. Sem. Hort. Berol. 18. 1853.","Accepted",NA,"",NA,"Source in seed data: SolanaceaeSource.org Update name from Solanaceae, information provided by Alan E. on email Jun. 07 2021","2022-04-16","2022-04-18","http://solanaceaesource.org/solanaceae/solanum-opacum","The Solanaceae TEN","A","sol-10941","['Solanum allanii' 'Solanum apopsilomenum' 'Solanum brachypetalum'
 'Solanum fauriei' 'Solanum forsteri' 'Solanum insulae-paschalis'
 'Solanum microtatanthum' 'Solanum nigrum var. nihoense'
 'Solanum nigrum var. pitcairnense' 'Solanum nodiflorum var. fauriei']","edible"
555925,"wfo-0000559442","urn:lsid:ipni.org:names:939683-1","26689","Bulbophyllum myon","species","wfo-4000005730","J.J.Verm.","Orchidaceae","","","","Bulbophyllum","","myon",NA,"species","Valid","Blumea 34: 501 (1990)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Blumea 34(2): 501 (1990). to Blumea 34: 501 (1990), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-26689 >The","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:939683-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-26689","[]","unknown"
564578,"wfo-0000568110","urn:lsid:ipni.org:names:604291-1","810535","Boerhavia tetrandra","species","wfo-4000004873","G.Forst.","Nyctaginaceae","","","","Boerhavia","","tetrandra",NA,"species","Valid","Fl. Ins. Austr. : 5 (1786)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Fl. Ins. Austr. 2: 5 1786 to Fl. Ins. Austr. : 5 (1786), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-26788","2022-04-16","2024-06-04","","The Caryophyllales TEN -The Caryophyllales Network","A","kew-2678809","['Boerhavia diffusa f. ramosa' 'Boerhavia diffusa var. tetrandra']","unknown"
1269344,"wfo-0001277924","urn:lsid:ipni.org:names:148845-2","50296362","Macrocentrum longidens","species","wfo-4000022682","(Gleason) Wurdack","Melastomataceae","","","","Macrocentrum","","longidens",NA,"species","Valid","Mem. New York Bot. Gard. 10(1): 114 (1958)","Accepted",NA,"wfo-0001237697",NA,"Source in seed data: tro Update namepublishedIn from Mem. New York Bot. Gard. 10: 114 1958 to Mem. New York Bot. Gard. 10: 114 (1958), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.or","2022-04-16","2024-06-04","","The Melastomataceae TEN","A","tro-50296362","['Diolena longidens']","unknown"
929403,"wfo-0000933939","urn:lsid:ipni.org:names:624802-1","52738","Cyclopogon casanaensis","species","wfo-4000010276","Schltr.","Orchidaceae","","","","Cyclopogon","","casanaensis",NA,"species","Valid","Repert. Spec. Nov. Regni Veg. 27: 32 (1929)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Repert. Spec. Nov. Regni Veg. 27: 32. 1929 to Repert. Spec. Nov. Regni Veg. 27: 32 (1929), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.thepla","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:624802-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-52738","['Beadlea casanaensis']","unknown"
471265,"wfo-0000474482","urn:lsid:ipni.org:names:584956-1","254847-wcs","Musa kattuvazhana","species","wfo-4000025011","K.C.Jacob","Musaceae","","","","Musa","","kattuvazhana",NA,"species","Valid","Monogr. Madras Bananas : 129 (1952)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Monogr. Madras Bananas 129 1952 to Monogr. Madras Bananas : 129 (1952), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/r","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:584956-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-254847","['Musa acuminata subsp. burmannica' 'Musa acuminata var. burmannicoides'
 'Musa banksii var. singampatti']","unknown"
722942,"wfo-0000727083","urn:lsid:ipni.org:names:66659-1","285724","Pyrolirion flavum","species","wfo-4000032304","Herb.","Amaryllidaceae","","","","Pyrolirion","","flavum",NA,"species","Valid","Appendix : 37 (1821)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Appendix 37 1821 to Appendix : 37 (1821), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-285724 >The Plant Li","2022-04-16","2024-06-04","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-285724","['Zephyranthes flava' 'Zephyranthes beustii' 'Amaryllis flava'
 'Zephyranthes flava']","unknown"
1153427,"wfo-0001160899","35126412","35126412","Trismegistia panduriformis","species","wfo-4000039355","(C.H.Wright) Broth.","Pylaisiadelphaceae","","","","Trismegistia","","panduriformis",NA,"species","Valid","Nat. Pflanzenfam. I(3): 1237. 1909.","Accepted",NA,"wfo-0001193991",NA,"Source in seed data: tro Updated family from Sematophyllaceae to Pylaisiadelphaceae according to genus family More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-35126412 >The Plant List v.1.1.</a> Originally in <a href=h","2022-04-16","2024-12-06","https://www.bryonames.org/","The Bryophyte TEN","Bryophyta","tro-35126412","['Sematophyllum panduriforme']","unknown"
73722,"wfo-0000073450","urn:lsid:ipni.org:names:203545-1","GCC-C3483698-89F4-4489-9DC5-37E30460AC02","Erigeron apiculatus","species","wfo-4000013785","Benth.","Asteraceae","Asteroideae","Astereae","Conyzinae","Erigeron","","apiculatus",NA,"species","Valid","Pl. Hartw. : 204 (1845)","Accepted",NA,"",NA,"Source in seed data: gcc Update namepublishedIn from Pl. Hartw. [Bentham] 204. 1845 [Oct 1845] to Pl. Hartw. : 204 (1845), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/rec","2022-04-16","2024-06-04","https://www.compositae.org/gcd/aphia.php?p=taxdetails&id=1090083","The Asteraceaae TEN","A","gcc-30195","[]","unknown"
979007,"wfo-0000983736","urn:lsid:ipni.org:names:720538-1","10551","Alchemilla ellenbeckii","species","wfo-4000001119","Engl.","Rosaceae","","","","Alchemilla","","ellenbeckii",NA,"species","Valid","Bot. Jahrb. Syst.  46: 135 (1911)","Accepted",NA,"",NA,"Source in seed data: rjp Updated namepublishedIn from ; 1911 135 1911 to Bot. Jahrb. Syst. 46(1-2): 135. 1911 [2 May 1911] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/r","2022-04-16","2024-06-04","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:720537-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-10551","[]","unknown"
